index,functions,pair,candidate_TPL,label
24042,"1. Fly a big ass limo car to parties
2. Complete different missions in the limo game
3. Experience a golden flying car in the limo game
4. Play through 50 flying missions to become the best limo driver
5. Contact us with suggestions for better games
6. Remove ads forever with in-game purchase","[""Unity3D"", ""Facebook SDK""]","[""Fmod""]",True
15970,"1. Track activity levels
2. Customize app based on activity levels
3. See beginner exercise info
4. View progress towards exercise goal
5. See type of exercises done
6. See advanced exercise info
7. View progress towards exercise goal by type and intensity
8. See weekly exercise trends in a graph
9. Add exercise logs manually
10. See personalized tips
11. Manage fitness activities
12. Track weight
13. Monitor diet
14. Use LG Smart Watch and Tone Active
15. Support for LG smartphones
16. Support for Non-LG Android smartphones
17. Limited support for tablets and some mobile devices
18. Requires Android OS 4.4 or above
19. Intended for fitness and wellness purposes only","[""Glide"", ""Google Mobile Services""]","[""android support v14""]",True
50253,"1. Peace advocate undertakes walk from London to Kenya
2. Various campaigns to fight tribalism in Kenya
3. Urging Kenyans to shun tribalism and live in peace
4. Preaching peace in various parts of the world","[""Wasabeef Glide Transformations"", ""Google Mobile Services""]","[""Realm DB""]",True
40345,"1. Quiz with illustrations and videos
2. Multiple topics to choose from
3. Multiple levels of difficulty
4. Unlock new topics based on performance","[""Android Beacon Library"", ""Crashlytics""]","[""Moxy MVP library for Android""]",True
45048,"1. Find hundreds of easy hummus recipes.
2. Cook your food with step-by-step instructions.
3. Access a variety of hummus recipes.
4. Save money on expensive cookbooks.
5. Have all recipes in one convenient place.
6. No need to write down ingredients anymore.
7. Discover new ways to cook hummus.
8. Enjoy a wide range of hummus options.","[""EPublib"", ""XML Pull""]","[""Jasonkostempski""]",True
23573,"1. Play this premium escape game!
2. Travel through the past and find long lost treasure!
3. Complete 9 chapters - all FREE - each with unique escape challenges!
4. Gather tools and items to aid in your escape!
5. Discover the mystery of the Time Library!
6. Hilarious story with memorable characters like Hiro!
7. Solve devious puzzles and riddles!
8. Find hidden objects that help you break free!
9. It’s free! No registration, no hassles, just download and play.","[""Square Otto"", ""Bolts Base Library""]","[""SOOMLA Framework for Game""]",True
50243,"1) Choose the egg to unbox/open
2) Scratch away the paper from the egg
3) Break the chocolate egg or shake the phone
4) Open the egg yolk to get surprise toys
5) Collect the surprise in your album
6) Touch collected objects in the album for sound
7) Observe surprises in detail before storing
8) Find surprises like football players, cartoon characters, etc.","[""Nine Old Androids"", ""Unity3d Advertisement""]","[""Square Dagger""]",True
24406,"Functional functions:
1. Unicorn Matching Games
2. Unicorn Fun Puzzles
3. Unicorn Sound Flashcards","[""Jasonkostempski"", ""Google Play SDK""]","[""ksoap2""]",True
19808,"1. Clean up the suburb in San Andreas
2. Act as a SWAT police officer
3. Complete missions to stop criminals
4. Buy houses of the criminals
5. Look on the minimap for missions
6. Use quick buttons to start missions
7. Unlock different police cars with special colors
8. Plant and detonate bombs
9. Retrieve stolen vehicles
10. Eliminate the criminals
11. Collect documents with intel about the criminals
12. Upgrade your police officer with extra armor
13. Improve shooting accuracy
14. Explore the open world of San Andreas
15. Defeat crime and make the city safe
16. Buy extra armor or health to survive missions
17. Play different mission types
18. Unlock special events.","[""Unity3d Advertisement"", ""Google Ads""]","[""Unity3D""]",True
24355,"1. Fetch out the fuming monster in you.
2. Play Shark Attack Adventure.
3. Assault innocent humans.
4. Wipe out, attack, and destroy.
5. Be guarded against the hunter.
6. Take control of the shark.
7. Stay alive with hefty food.
8. Attack every target you get.
9. Nosh your hunger.
10. Complete the challenges.
11. Use the joystick to move.
12. Tap right button to jump.","[""Pushwoosh SDK"", ""Google Ads""]","[""Moxy MVP library for Android""]",True
28050,"1. Free to play with no additional fees.
2. Create over 50 menus.
3. Post menu creations on social media.
4. Chat function for menu creation assistance.
5. Compete in daily sales ranking.","[""Unity3d Advertisement"", ""Google Mobile Services""]","[""Unity3D""]",True
49333,"1. Fire crackers with bow and arrow
2. Hit all targets before time runs out
3. Increase score by shooting accurately
4. Unlock Diwali greeting cards
5. Share greetings with friends
6. Light up plenty of fire crackers
7. Challenge friends on the leaderboard
8. Touch anywhere on the screen to play
9. Aim by moving your finger
10. Release to shoot","[""Google GData"", ""Unity3D""]","[""Signpost Oauth""]",True
14482,"1. Discover Strawberryland with ASL videos
2. Play super fun activities: baking, dress-up, hairstyles
3. Complete friends' wishes for fruitastic rewards
4. Decorate Strawberryland with favorite rewards
5. Make berrylicious cakes and smoothies
6. Put together a fabulous outfit
7. Get a glamorous new hairstyle
8. Create your own music
9. Arrange a bouquet of flowers
10. Inflate dazzling balloons","[""Unity3D"", ""Flurry SDK""]","[""Fmod""]",True
35321,"1. Stay updated on Greeley West Wrestling events.
2. Access team schedules and match information.
3. Receive notifications for important team updates.
4. View team rosters and individual wrestler profiles.
5. Track team and individual wrestler statistics.
6. Connect with other fans and share updates.
7. Access photos and videos of team performances.
8. Get directions to wrestling venues and events.","[""Simonvt MenuDrawer"", ""ZXing ('Zebra Crossing')""]","[""Twitter4J""]",False
22004,"1. Quick-fire quiz game to learn capital cities.
2. Test your knowledge of countries and capitals.
3. Match flags with their respective nations.
4. Learn the location of famous landmarks.
5. Teach yourself world currencies and their usage.
6. Learn local regions and their capital cities.
7. Choose from 5 difficulty levels to play.
8. Use power-ups like Freeze, Skip, and Remove.
9. Enjoy stunning cartoon-style graphics with animation.
10. Engage with addictive audio track and sound effects.
11. Access 10 free game modes, with 24 more available as an upgrade.","[""AWS Java SDK For AWS Performance Insights"", ""Apache Http""]","[""Amazon Game Studios""]",True
43214,"1. Play music
2. Search for songs
3. Create playlists
4. Shuffle songs
5. Repeat songs
6. Adjust volume
7. Skip to next song
8. Go back to previous song
9. View song lyrics
10. Share songs with others","[""Android BitmapFun"", ""Android Viewpagerindicator Widget""]","[""XML Pull""]",True
20786,"- Defeat enemies with deadly weapons
- Collect ammo and health
- Earn power-ups to survive and win
- Watch video ad for a fantastic power-up
- Beat the clock in each level
- Earn permanent weapons
- Face intense and intelligent enemies
- Use hand-to-hand combat skills
- Access tips screen during loading
- Select levels from a map-style interface
- Receive missions
- Navigate through an entity map
- Track time with timers","[""Unity3D"", ""Nine Old Androids""]","[""Unity3d Advertisement""]",True
30897,"1. Download Jackpot Win Slots Game for a chance to win free money!
2. Play Jackpot Win Slots Game for free and enjoy fun slot machine action!
3. Compete to be the best on 3 Reels and more!
4. Earn bigger rewards as you level up on a slot machine.
5. Get a Welcome Bonus of 5000 Coins!
6. Enjoy the most realistic all in one Vegas casino games free.
7. Experience the biggest win in your life on Jackpot Win Slots Game!
8. Play various slot machines with wilds, scatter, multipliers, and more.
9. Play casino games for free!
10. Practice and have fun with social casino gaming.","[""Unity3D"", ""Google Ads""]","[""Fmod""]",True
38039,"1. Capture photos with birthday-themed camera frames.
2. Solve puzzles with birthday-themed images.
3. Create and send personalized greeting cards.
4. Play birthday music for a festive atmosphere.","[""Jasonkostempski"", ""Revmob""]","[""XML Pull""]",True
33669,"- Instantly contact our team
- Request and receive help and advice
- Share your window experience with others
- Browse our energy efficient services","[""Facebook SDK"", ""Android Support v4""]","[""Bolts Base Library""]",True
39784,"1. Listen to Alfredo Lopez's music.
2. Discover new songs by Alfredo Lopez.
3. Create personalized playlists with Alfredo Lopez's music.
4. Share Alfredo Lopez's music with friends.
5. Follow Alfredo Lopez for updates and news.
6. Explore Alfredo Lopez's biography and career.
7. Connect with Alfredo Lopez on social media.
8. Purchase Alfredo Lopez's music.
9. Receive notifications about Alfredo Lopez's latest releases.
10. Access exclusive content from Alfredo Lopez.","[""Goodbarber"", ""Simple Framework Simple XML""]","[""YouTube Android Player API""]",True
36341,"1. Tap the screen to play the game
2. Collect gifts into Santa's cart
3. Make high scores by collecting gifts
4. Tap at the right moment to collect gifts
5. Help the Walking Santa collect gifts
6. Play an endless game of gifts
7. Santa responds with ""HOHOHO"" and ""MERRY CHRISTMAS""
8. Bring the entire family together
9. Fill fun and laughter into your holidays","[""Unity3D"", ""ChartBoost""]","[""Fmod""]",True
33406,"1. Swipe left, right, up, and down to move tiles.
2. Merge tiles with the same number.
3. Increase score by combining more cells.
4. Play in Endless mode.
5. Play in Levels Game mode.
6. Different forms of playing fields.
7. Play on two fields at the same time.
8. Complete tasks in each level.
9. Play with two sets of numbers.
10. Waterfall mode fills all free cells with deuces.
11. Smooth animation implementation.
12. Sound effects.
13. AutoSaving.
14. High score tracking.
15. Leaderboard.
16. Achievements.
17. Clear and simple UI.
18. Compatible with Android devices.
19. Supports all devices including tablets.","[""Unity3D"", ""Google Play SDK""]","[""Fmod""]",True
16817,"1. Meld cards in sets and sequences.
2. Make clean and dirty Burracos.
3. Create semi-clean Burracos.
4. Use your ""pozzetto"" to avoid losing points.
5. Earn more points by going out first.
6. Know the point values of each card.
7. Compete against your opponent to win.","[""Adobe Air"", ""Google Mobile Services""]","[""Adobe FlashPlayer""]",True
17943,"1. Choose from a variety of puzzle themes.
2. Customize puzzles with your own photos.
3. Simple and easy-to-use puzzle interface.
4. Increase difficulty with puzzles ranging from 12 to 132 pieces.
5. Report any puzzle issues via email for future updates.
6. Free puzzles with ads to support new wallpapers and apps.
7. Permissions required only for advertising from trusted vendors.","[""butterknife UI Framework"", ""Google Core Libraries for Java 6+""]","[""Square Dagger""]",False
42870,"1. Remote control music on your computer.
2. Stream music from computer to phone.
3. Stream music from computer to TV.
4. Connect phone to stereo and control it.
5. Access music stored on other devices.
6. Turn devices into universal music control.
7. Control music from phone on TV.
8. Access home music on the go.
9. Easy setup and use.
10. Import music from PC or Mac to phone.
11. Stream music to multiple devices at once.
12. Automatically detect DLNA devices.
13. Listen to music in browser with web app.","[""Eclipse Jetty"", ""Apache Common""]","[""Facebook SDK""]",True
11425,"- Stalk your prey
- Slither through the wild jungle
- Kill wildlife animals
- Be a python, cobra, or anaconda
- Attack other animals for food
- Fight underwater predators
- Rule the forest as a deadly snake
- Inflict venom bites with razor sharp teeth
- Find prey and kill them
- Get into fights with jungle predators
- Show aggression, power, and speed
- Survive crocodile attacks
- Chase down other wildlife animals
- Play as a wild anaconda, cobra, or python
- Experience amazing 3D graphics and environment","[""Google Tag Manager"", ""Google Play SDK""]","[""Google Analytics""]",True
17465,"1. Be the Shogun
2. Fall in love with Sengoku warriors
3. Act as a double of Takechiyo
4. Follow the fate of living as a man
5. Encounter with the warriors
6. Possess yourself of Nobunaga Oda
7. Mysterious dreamer Masamune Date
8. Vassal Mitsuhide Akechi takes care of you
9. Love story between you and the warriors
10. Play scenarios for free every day
11. Use energy to advance the story
12. Make choices to build love points
13. Multiple types of endings available
14. Beautiful illustrated stills to view
15. Playable characters to be added
16. Suitable for sim game and otome game lovers
17. Interested in warlords and histories
18. Crazy about sexy guys
19. Fond of heart-throbbing situations
20. Prefer continuous story reading without missions.","[""Fmod"", ""Google Ads""]","[""cocos2DX""]",True
25302,"1. Select preferred jeep from menu
2. Drive through a 3D unknown landscape
3. Clutch Hilly isle and drive through water
4. Compete on bumpy variety of tracks
5. Climb up on a high hill
6. Follow checkpoints accurately
7. Use tilt and touch control for realistic gameplay
8. Use brake control for controlled gameplay
9. Unlock car models after completing specific levels
10. Experience realistic 3D graphics and game design
11. Enjoy catchy colors on 4x4 jeeps
12. Feel real off-road driving sensations with inner car structure animations
13. Play with different camera angles for variety
14. Experience tricky muddy off-road tracks
15. Feel the excitement with time restrictions
16. Use steering feature to grip the route
17. Enjoy amazing and engaging graphical user interface
18. Compatible with all types of android smartphones
19. Easy to install and free to play
20. Thrilling sound effects for immersive gameplay
21. Finish the lap in a fixed time using various controls
22. Tilt or use arrow keys to move left or right
23. Boost up power with the 4x4 button
24. Use different camera angles for the best view","[""Unity3D"", ""Android Support v7""]","[""Fmod""]",True
40407,"1. Access addiction treatment facility links.
2. Find 12 step meetings near you.
3. Discover sober social events in your area.
4. Add upcoming events to your schedule.
5. Use ""Kickin' It"" button to find attendees.
6. Recovery is possible with this app.","[""Appcelerator"", ""Nine Old Androids""]","[""Titanium Map Module""]",True
23071,"1. Book a taxi in New Orleans, Louisiana
2. Book immediately or up to 7 days in advance
3. Watch nearby taxis move on your map
4. Get estimated fare for your trip
5. Get immediate confirmation of driver's details
6. Share your ride with loved ones or friends
7. Rate your trip and comment on your driver
8. Repeat frequent bookings from History list","[""Stripe Android"", ""Nostra13 Universal Image Loader""]","[""Apache Http""]",True
27085,"1. Realistic gameplay with fast-paced action
2. Most realistic physics for an immersive experience
3. Astonishing atmosphere for an authentic football feel
4. Choose your favorite team to lead to glory
5. Score the most goals to win matches
6. Play as the latest football players
7. Download and play the best football game
8. Comprehensive football experience for fans
9. 3D competitive football game
10. Wide selection of teams to choose from","[""AWS Java SDK For AWS Performance Insights"", ""Apache Http""]","[""Amazon Game Studios""]",True
20138,"1. Drive and glide in a sports car simulator.
2. Be a fuming racer in the city.
3. Perform illegal stunt actions and run with full speed.
4. Take over the streets with the racing game.
5. Upgrade and customize your car.
6. Experience stunning high definition graphics.
7. Play different game modes: One Way, Two Way, Time Attack, Free Ride.
8. Get daily bonuses and multiply them with consecutive visits.
9. Play the mini game.
10. Control steering by tapping on the left side.
11. Drive or brake by tapping on the right side.
12. Control the car by tilting or using arrows.","[""Fmod"", ""Google Mobile Services""]","[""Unity3D""]",True
38510,"1. Romantic pictures with beautiful frames
2. Valentine's day ideas for your loved one
3. Download lovely pictures and frames
4. Take pictures of your loved ones
5. HD images and graphics for any event
6. Memorable photos during Valentine's day
7. Perfect for romantic cruises and candlelight dinners
8. Capture moments with your love of your life","[""Android BitmapFun"", ""SLF4J API Module""]","[""Pollfish""]",False
35219,"1. Make delicious burritos and CalMex inspired offerings.
2. Provide affordable meals for those on a budget.
3. Offer a variety of menu options.
4. Use fresh ingredients prepared daily.
5. Avoid using lard, animal rennet, and artificial preservatives.
6. Ensure no trans fats are used in the food.
7. Continuously refine the menu.
8. Introduce new and healthy items.","[""BiznessApps"", ""Bolts Base Library""]","[""Simonvt MenuDrawer""]",True
37322,"1. View Facebook page for latest updates and portraits.
2. Access Instagram for visual updates and specials.
3. Stay informed about upcoming events and specials.
4. Email us directly for inquiries and bookings.
5. Contact us easily with a single button press.","[""hamcrest"", ""Google Ads""]","[""AndroidQuery""]",True
12313,"1. Content rating: Rated for 7+
2. Listed in Action category of app store
3. Developed by Tiny Lab Productions
4. Visit developer's website for more information
5. Download and install on Android devices
6. Supports 14 API and above
7. Download app using favorite browser
8. Install app with one click
9. Provides original and pure APK file
10. Faster download speed than mirrors
11. Run app using popular Android emulators","[""OPFIab Library for Android"", ""Android GIF Drawable Library""]","[""Nokia In-App Payment""]",True
53099,"1. Control the helicopter's collective, pedals/rudder, and machine gun.
2. Use missiles and flares/chaffs countermeasures for defense.
3. Engage in action-packed FPS missions across the city.
4. Destroy the enemy base in an epic battle.
5. Utilize a variety of weapons, including rockets.
6. Experience immersive scenarios with buildings, vehicles, and aircraft.
7. Take on a range of enemy units.
8. Enjoy a realistic helicopter sniper shooter simulation.","[""Unity3d Advertisement"", ""Flurry SDK""]","[""Unity3D""]",True
54702,"1. Guide Norman and friends through levels
2. Solve puzzles and quests
3. Rescue baby ghosts from evil toys
4. Avoid dangerous obstacles and enemies
5. Collect stars for points
6. Unlock new characters to play as
7. Defeat bosses in each area
8. Explore 7 themed areas
9. Power up your ghost with special powers
10. Discover hidden bonus levels","[""Bolts Base Library"", ""Google Play SDK""]","[""Facebook SDK""]",True
11903,"- GPS navigation to our location
- Chat with other fans
- View our Photo Gallery
- Check-in rewards for visiting us
- Camera to take photos","[""Jasonkostempski"", ""Apache Common""]","[""Android Viewpagerindicator Widget""]",True
41380,"1. Play classic games like Tetras or puzzle games.
2. Enjoy cool Jet images in the app.
3. Play games for all ages.
4. Experience the sound of a cool jet.
5. Solve easy, hard, and very hard puzzles.
6. Find matching images to win the game.
7. Build blocks in the Tetras game.","[""Jasonkostempski"", ""SLF4J API Module""]","[""SourceForge ZBar""]",True
27961,"1. Upload documents
2. Share documents securely
3. Store documents securely
4. Powerful PDF compression
5. PDF encryption
6. Full text search
7. OCR text recognition without Internet
8. Multi-cloud service
9. Crowdsourcing
10. QR code scanner
11. Document viewer
12. PDF attachment & annotations
13. Safer data exchange
14. Join/Split PDFs
15. Edit PDF documents
16. Correct OCR results
17. Edge detection
18. Multiple Image Filter","[""Crashlytics"", ""Android Support v7""]","[""Fabric""]",True
22300,"1. Dress Up: Choose stylish clothes for Tori.
2. Care: Bathe, clean ears, and put Mimi to sleep.
3. Playground Cleanup: Help Lin clean her playground.
4. Makeup: Do Tori's makeup and hairstyle.
5. Feed 'em: Prepare delicious bamboo and smoothie for Bubu.
6. Clinic: Heal Fan's wounds and decorate his cast.","[""OkHttp okio Framework"", ""Android GIF Drawable Library""]","[""OKHttp3.0""]",True
54638,"1. Realistic airplane flight simulation experience.
2. Choose from a variety of different aircraft.
3. Explore detailed and immersive 3D environments.
4. Complete challenging missions and objectives.
5. Fly in different weather conditions and times of day.
6. Practice takeoffs and landings on various runways.
7. Use realistic flight controls and instruments.
8. Experience realistic physics and flight dynamics.
9. Unlock new planes and upgrades as you progress.
10. Compete with friends and other players in online challenges.","[""Unity3d Advertisement"", ""Flurry SDK""]","[""Unity3D""]",True
11280,"1. Stunning graphics create an atmosphere of a zombie apocalypse.
2. Enthralling missions aim to destroy all the people.
3. Incredibly interesting gameplay will blow you away.
4. Explore a world full of ruins and destroyed buildings.
5. Engage in exciting fights between civilians and zombies.
6. Use combat skills as a zombie to destroy all living things.","[""AWS Java SDK For AWS Performance Insights"", ""Google Ads""]","[""Amazon Game Studios""]",True
54435,"1. Choose from a collection of celebrated hotels.
2. Explore amenities and make reservations with ease.
3. Indulge in a mix of cuisines and dining experiences.
4. Sort dining options by property and cuisine type.
5. Thrill in the action of the largest casino.
6. Access information about slots, table games, and sports book.
7. Learn about the premier casino rewards program.
8. View game tutorials to improve your play.
9. Explore various experiences offered at the resort.
10. Discover the golf course, spa, gardens, and more.
11. Get detailed GPS and property maps.
12. Explore routes from global destinations.
13. Check out flights and airports information.
14. View frequently asked questions.
15. Get the latest weather forecast for the area.","[""Fmod"", ""JSON In Java""]","[""Unity3D""]",True
20212,"1. Hear dinosaur names and see realistic pictures.
2. Listen to cute cartoon dinosaurs make noises.
3. Test memory and dinosaur knowledge with matching games.
4. Launch rocks at dinosaur eggs in a game.","[""Jasonkostempski"", ""SLF4J API Module""]","[""Pollfish""]",True
44803,"1. Property search: Find available properties for buying, selling, or renting.
2. Property listing: List your property for sale or rent.
3. Property details: View detailed information about a specific property.
4. Contact agent: Get in touch with the real estate agent for inquiries.
5. Schedule viewing: Set up an appointment to visit a property.
6. Mortgage calculator: Calculate estimated mortgage payments for a property.
7. Property comparison: Compare multiple properties side by side.
8. Saved searches: Save your favorite property searches for future reference.
9. Notifications: Receive alerts for new properties that match your criteria.
10. Property map: View properties on a map for easy navigation.","[""Jasonkostempski"", ""Pollfish""]","[""ksoap2""]",True
28394,"1. Take care of 4 adorable horses
2. Clean up stables and swipe spider webs
3. Wash, shower, brush, and dry horses
4. Take care of Princess unicorn
5. Change old horseshoes to new golden ones
6. Dress up horses and ponies
7. Decorate and clean up Princess carriage
8. Collect horse racing trophies
9. Watch kids and toddlers videos for coins","[""KIDOZ SDK"", ""OkHttp okio Framework""]","[""Flurry SDK""]",True
23832,"1. Learn how to whip up a meal.  
2. Teach how to make pumpkin pie.  
3. Test creativity and cooking skills.  
4. Mix and match flavors and decorations.  
5. Select ingredients for cooking.  
6. Recreate recipes in real-life.  
7. Regularly update new recipes.","[""Square Dagger"", ""Inmobi""]","[""Vungle's Android SDK""]",True
40142,"1. Space zooming adventure across the moon
2. Fly through the atmosphere of the moon
3. Stay alive as long as possible
4. Crash and burn in fiery doom
5. Increase score by staying alive longer
6. High score saves automatically
7. Simple one touch control system
8. Hold screen to make car fall quicker
9. Balance craft when tumbling out of control
10. Time perfect landing when ship flips
11. Beware of nuclear radiation cargo
12. Start the race in Lunar Moon Racing game","[""Unity3D"", ""Android Support v4""]","[""Unity3d Advertisement""]",True
34481,"1. Access authoritative clinical reviews, symposia, and case reports.
2. Read concise, fully referenced articles in an easy-to-read format.
3. Stay up-to-date with evidence-based practice in hospital medicine.
4. Access clinical information in an easily accessible format.
5. Learn clinical skills for postgraduate examinations.
6. Gain knowledge about important topics.
7. Get tips from experienced doctors in the field.
8. Learn practical information not taught in medical school.","[""SLF4J API Module"", ""Google GCM""]","[""Nostra13 Universal Image Loader""]",True
24489,"1. Download the official conference app for Florida Medical Clinic 2016 Provider Conference.
2. Access venue information for the conference.
3. View event schedules for the conference.
4. Get details about exhibitors at the conference.
5. Read speaker bio's for the conference.
6. Explore additional features and information in the app.","[""Google Core Libraries (3rd Party)"", ""Android Support v4""]","[""Google Core Libraries for Java 6+""]",True
12578,"- Park different kinds of army war trucks
- Complete every level of Army Parking Wars: WW2
- Drive four different army trucks
- Park your army truck on Omaha Beach
- Complete 20 missions in the game","[""Unity3D"", ""Android Support v4""]","[""Unity3d Advertisement""]",True
51711,"1. Read ghost stories with special effects and sounds.
2. Experience a unique sense of fear and tension.
3. Feel the tension running down your spine.
4. Regret not receiving the app.","[""Bolts Base Library"", ""Android Support v4""]","[""Facebook SDK""]",True
37451,"- Contact Us
- Come See Us!
- Instagram
- Facebook
- About Us
- Community Events","[""Bolts Base Library"", ""Larva Labs SVG-Android""]","[""Facebook SDK""]",True
15808,"1. Switch and match cookies to reach the target.
2. Concoct scrumptious cookie combos for recipe-solving challenges.
3. Unlock power-ups and collect items for tough levels.
4. Float through fantastical bakery islands.
5. Fun and easy game to learn.
6. Facebook connection to share the adventure with friends.
7. Special rewards and events all the time.
8. Seamless sync across multiple devices and platforms.","[""Bolts Base Library"", ""ChartBoost""]","[""Facebook SDK""]",True
42434,"1. Help pigeon deliver letters
2. Simple controls
3. Compatible with Android 4.0 or higher","[""Bolts Base Library"", ""Google Play SDK""]","[""Facebook SDK""]",True
24364,"1. Stay up to date with Gemeliers' latest movements.
2. Access unpublished photos of Gemeliers.
3. Get the latest news about Gemeliers' concerts, signings, and events.
4. Watch exclusive videos of Gemeliers.
5. Experience unique moments with Gemeliers.
6. Download the official Gemeliers app.
7. Learn about Gemeliers' journey and success.
8. Access Gemeliers' music videos with over 25,000 million views.
9. Purchase Gemeliers' debut album ""Lo Mejor Está Por Venir"" with Double Platinum Disc.
10. Buy Gemeliers' second album ""Thousand and One Nights"" with Gold Record.
11. Explore Gemeliers' Spanish tour with over 50 concerts.
12. Read Gemeliers' autobiographical book published by Grupo Planeta.
13. Purchase Gemeliers' double DVD ""Thank you for our first tour!"" which reached number one in sales.
14. Subscribe to access exclusive content in the app.
15. Choose between a 1-month or 1-year VIP subscription.
16. Manage subscription settings and cancel auto-renewal through payments.google.com.","[""Fmod"", ""Bolts Base Library""]","[""Unity3D""]",True
19528,"1. Swim freely with intuitive controls
2. Fight enemies with unique power-ups
3. Compete with friends using score markers
4. Enjoy beautiful tunes and ambient music
5. Experience endless infinite adventure
6. Play with one touch game play
7. Encounter funny surprises to add challenge
8. Enjoy HD optimized graphics for retina resolution","[""Bolts Base Library"", ""Google Ads""]","[""Facebook SDK""]",True
40858,"1. Choose game levels: easy, medium, hard, hardest.  
2. Flip memory cards to find matching pictures.  
3. Recognize marine life images.  
4. Develop memory skills.  
5. Improve concentration.","[""SweetAlertDialog Library"", ""Google Mobile Services""]","[""Plattysoft Leonids""]",True
28509,"1. Follow events at S:t Petri's Läroverk
2. Stay updated on school news
3. Access important school information
4. Receive notifications about school activities
5. Connect with the school community
6. View upcoming school events
7. Access school contact information
8. Stay informed about school announcements","[""Cronet API"", ""Android Support v7""]","[""CrossWalk API""]",True
35443,"1. Find institutions
2. View location on map
3. Get directions
4. Make direct call
5. Share information on social networks
6. Visit website of desired places
7. Receive information about restaurants
8. Receive information about bars
9. Receive information about nightclubs
10. Receive information about coffee shops
11. Receive information about pizzerias
12. Receive information about karaoke clubs
13. Receive information about interesting places
14. Receive information about events
15. Receive information about discounts, promotions, and sales
16. Note car location in parking lot","[""Simonvt MenuDrawer"", ""Twitter4J""]","[""Google Gson""]",False
19589,"- Find top songs and lyrics of Judas Priest
- View top lyrics: PainKiller, Beyond the Realms of Death, Breaking the Law, Victim of Changes, Electric Eye, You've Got Another Thing Comin', The Sentinel, Living After Midnight, Hell Bent For Leather, Night Crawler, Screaming for Vengeance, Freewheel Burning, Turbo Lover, Dreamer Deceiver, A Touch of Evil, One Shot at Glory, Blood Red Skies, Exciter, Heading Out to the Highway, Judas Rising
- Explore more top songs and lyrics
- Discover top albums by Judas Priest","[""Android BitmapFun"", ""Google Mobile Services""]","[""Android Viewpagerindicator Widget""]",True
12736,"1. Discover new underground music artists.
2. Watch live performances of underground artists.
3. Listen to music from underground artists.
4. Stay updated with the latest underground music news.
5. Access a 24/7 music streaming service.
6. Explore a curated collection of underground music.
7. Connect with other fans of underground music.
8. Follow your favorite underground artists.
9. Get notifications for new releases and events.
10. Share your favorite underground music with friends.","[""Android BitmapFun"", ""Kxml2""]","[""XML Pull""]",False
17233,"1. Stay Secure, Stay Connected: Extend MDM and MAM capabilities, view device details, verify compliance status, request support.
2. App Catalog: Access a single catalog experience, favorite apps, rate apps, search for apps.
3. People: Search corporate directory, view employee details, call, text, email.
4. Notifications: Receive app notifications and custom notifications.
5. Home: Access corporate resources and home page.
6. Entire Company in Your Pocket: Easily search corporate directory, view employee details.
7. Stay on Top of Company Notifications: Get notified with app notifications and custom notifications.
8. Device Information Collection: Collect device information for security and productivity optimization.","[""The Jboss Netty Project"", ""Google Mobile Services""]","[""Mozilla Rhino""]",True
34329,"1. Share app publishing tips, trends, and advice.  
2. Curate the latest app industry information.  
3. Guide step-by-step to create apps with no code experience.  
4. Simplify creating apps that generate revenue.","[""EPublib"", ""ZXing ('Zebra Crossing')""]","[""Jasonkostempski""]",False
40401,"1. Receive real-time updates on school events.
2. Access school calendar for important dates.
3. View daily announcements for school news.
4. Receive notifications for school closures or delays.
5. Access teacher contact information for communication.
6. View student grades and attendance records.
7. Submit absence notifications for student attendance.
8. Access lunch menu for daily meal options.
9. Receive alerts for important school announcements.
10. Access school policies and procedures for reference.","[""Appcelerator"", ""Google Mobile Services""]","[""Titanium Map Module""]",True
41334,"1. Communicate with a selected group of people.
2. Create your own network or ""rooms"".
3. Add only relevant people to each room.
4. Set rooms for a specific period of time.
5. Ideal for therapy groups, contractors, families, planners, etc.","[""Facebook SDK"", ""Google Ads""]","[""Bolts Base Library""]",True
40990,"1. News updates: Stay informed with the latest news.
2. Entertainment: Enjoy a variety of entertainment options.
3. Cultural programming: Explore and engage with Hmong culture.
4. Community events: Stay updated on local events.
5. Radio shows: Listen to Hmong radio programs.
6. Podcasts: Access a collection of informative podcasts.
7. Live streaming: Watch live broadcasts and events.
8. Language learning: Learn the Hmong language.
9. Community resources: Find helpful resources in the area.
10. Social media integration: Connect with the community online.","[""Android BitmapFun"", ""Pollfish""]","[""Kankan Wheel View""]",True
25198,"1. Choose from a variety of colorful racing cars.
2. Experience real car racing with variable speeds.
3. Create milestones with every move you make.
4. Swift and smooth handling of cars.
5. Choose from different environments: Highway, desert, Ice World, and City.
6. Detailed graphics for better gameplay experience.
7. Compete on the online leaderboard and share achievements.
8. Drive at speeds over 100 KMPH.
9. Tilt or touch controls available for handling and steering.
10. Use the boost to go faster and brake to slow down.
11. Drive faster to score more points.
12. Overtake other cars and buses to collect bonuses.
13. Perform stunts for an adrenaline rush.","[""Bolts Base Library"", ""SOOMLA Framework for Game""]","[""Facebook SDK""]",True
